fold,model,mse
0,P2_Persistent,20.654698581303677
0,P2_KNN,15.531503089827144
0,P2_LR,43.01473181165995
0,P2_SVR,12.371660210354566
0,P2_Bagging,9.02092196966623
1,P2_Persistent,15.603885565536812
1,P2_KNN,18.53832765328206
1,P2_LR,9.208618471479369
1,P2_SVR,11.687319100103034
1,P2_Bagging,9.061308267662294
2,P2_Persistent,17.62300209119632
2,P2_KNN,15.794118823689116
2,P2_LR,9.40625147024046
2,P2_SVR,11.446945346961284
2,P2_Bagging,9.452166612187982
3,P2_Persistent,21.7200328952105
3,P2_KNN,21.429633895343564
3,P2_LR,9.800401781016593
3,P2_SVR,10.172047159235323
3,P2_Bagging,9.012083842715779
4,P2_Persistent,22.44991762559815
4,P2_KNN,18.72053269767194
4,P2_LR,830.4288949468216
4,P2_SVR,16.474164863887683
4,P2_Bagging,10.593557322412245
5,P2_Persistent,15.873801871078445
5,P2_KNN,17.925020456850007
5,P2_LR,9.324157032679798
5,P2_SVR,12.794140597153229
5,P2_Bagging,9.110226705806785
6,P2_Persistent,12.070393886042941
6,P2_KNN,15.326413553299698
6,P2_LR,7.956782127132475
6,P2_SVR,10.076309478544646
6,P2_Bagging,7.307781689314854
7,P2_Persistent,17.5346020354141
7,P2_KNN,19.19310719604984
7,P2_LR,200.77379462100654
7,P2_SVR,12.667457364390817
7,P2_Bagging,9.321914629680142
8,P2_Persistent,18.02933924383435
8,P2_KNN,17.09233987447822
8,P2_LR,36.570881759659066
8,P2_SVR,11.774629686791931
8,P2_Bagging,8.806329516686793
9,P2_Persistent,20.68787705631082
9,P2_KNN,22.137391759921
9,P2_LR,2636.283504186425
9,P2_SVR,10.723064737179167
9,P2_Bagging,9.076387604963738
10,P2_Persistent,20.169571673465786
10,P2_KNN,24.059031794621777
10,P2_LR,5962.988529842742
10,P2_SVR,11.244306646020553
10,P2_Bagging,10.306989455724292
11,P2_Persistent,19.293869575984882
11,P2_KNN,18.207842221660588
11,P2_LR,1144.1993921953333
11,P2_SVR,9.188017507155363
11,P2_Bagging,8.883955390150128
12,P2_Persistent,16.471307485904898
12,P2_KNN,16.788385672636203
12,P2_LR,11.47110710691979
12,P2_SVR,11.048771271345187
12,P2_Bagging,8.671289086220817
13,P2_Persistent,17.850430736529905
13,P2_KNN,20.267979512068713
13,P2_LR,9.228707588896345
13,P2_SVR,11.777757875308561
13,P2_Bagging,10.328935420376636
14,P2_Persistent,18.87616553935583
14,P2_KNN,25.003355213354894
14,P2_LR,709.2504636555376
14,P2_SVR,11.95132388075642
14,P2_Bagging,9.024246389188642
15,P2_Persistent,15.786623981733126
15,P2_KNN,21.395782652745105
15,P2_LR,8.618973974057708
15,P2_SVR,11.788184147411254
15,P2_Bagging,7.7756718193279495
16,P2_Persistent,20.436674254923314
16,P2_KNN,18.2597720157994
16,P2_LR,25.607075712199048
16,P2_SVR,16.44631654804411
16,P2_Bagging,11.620424524594913
17,P2_Persistent,20.412181873435586
17,P2_KNN,26.151404723902008
17,P2_LR,340.4097013064937
17,P2_SVR,9.808839016218949
17,P2_Bagging,9.984091301058818
18,P2_Persistent,17.475281348822218
18,P2_KNN,25.55861172413325
18,P2_LR,231.73212993884596
18,P2_SVR,14.105980111292137
18,P2_Bagging,10.111781619701095
19,P2_Persistent,19.665621426533743
19,P2_KNN,25.846236969435274
19,P2_LR,44.70971584987042
19,P2_SVR,15.338287106072492
19,P2_Bagging,9.676941630960052
